customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,fraud
'C1756466427','4','M','28007','M348934600','28007','es_transportation',0.75,0
'C1011693897','1','F','28007','M348934600','28007','es_transportation',17.69,0
'C1225533078','2','F','28007','M348934600','28007','es_transportation',24.75,0
'C72353846','2','M','28007','M348934600','28007','es_transportation',8.5,0
'C1233238493','2','F','28007','M348934600','28007','es_transportation',6.75,0
'C360019679','3','F','28007','M348934600','28007','es_transportation',45.59,0
'C1783610571','2','F','28007','M348934600','28007','es_transportation',44.56,0
'C1920284556','2','F','28007','M348934600','28007','es_transportation',3.4,0
'C1698085181','2','M','28007','M348934600','28007','es_transportation',32.89,0
'C1018783569','2','M','28007','M348934600','28007','es_transportation',21.5,0
'C1374783350','4','F','28007','M348934600','28007','es_transportation',26.31,0
'C131682780','2','F','28007','M348934600','28007','es_transportation',55.4,0
'C1314533733','2','M','28007','M348934600','28007','es_transportation',77.03,0
'C978637475','2','F','28007','M1823072687','28007','es_transportation',37.05,0
'C1346358504','1','M','28007','M348934600','28007','es_transportation',21.62,0
'C2101882723','1','F','28007','M348934600','28007','es_transportation',30.16,0
'C400803731','2','F','28007','M348934600','28007','es_transportation',31.35,0
'C417267123','2','F','28007','M480139044','28007','es_health',28.24,0
'C2140000055','3','M','28007','M348934600','28007','es_transportation',34.77,0
'C1506293914','5','M','28007','M1823072687','28007','es_transportation',14.38,0
'C1482659693','2','M','28007','M348934600','28007','es_transportation',8.11,0
'C1560676680','2','F','28007','M1600850729','28007','es_fashion',10.99,0
'C1943367280','3','F','28007','M348934600','28007','es_transportation',35.38,0
'C1225704566','2','F','28007','M1823072687','28007','es_transportation',24.67,0
'C1476491893','3','F','28007','M348934600','28007','es_transportation',52.47,0
'C602544155','4','M','28007','M348934600','28007','es_transportation',41.09,0
'C982406682','1','M','28007','M1823072687','28007','es_transportation',5.35,0
'C2051145244','5','M','28007','M348934600','28007','es_transportation',30.4,0
'C1663056729','3','F','28007','M348934600','28007','es_transportation',17.3,0
'C639532055','4','F','28007','M1823072687','28007','es_transportation',22.07,0
'C693174391','3','F','28007','M349281107','28007','es_fashion',105.19,0
'C1787537369','2','M','28007','M1823072687','28007','es_transportation',35.12,0
'C1154612561','1','M','28007','M348934600','28007','es_transportation',21.65,0
'C475831512','2','F','28007','M85975013','28007','es_food',21.25,0
'C1434853621','1','F','28007','M348934600','28007','es_transportation',50.1,0
'C236847402','3','M','28007','M348934600','28007','es_transportation',20.13,0
'C24691837','2','F','28007','M348934600','28007','es_transportation',41.74,0
'C1490048317','6','F','28007','M348934600','28007','es_transportation',54.13,0
'C968819483','3','F','28007','M348934600','28007','es_transportation',30.66,0
'C800272493','2','F','28007','M348934600','28007','es_transportation',8.55,0
'C1800696439','5','M','28007','M348934600','28007','es_transportation',5.29,0
'C869565327','5','F','28007','M348934600','28007','es_transportation',8.7,0
'C56690195','2','M','28007','M1823072687','28007','es_transportation',26.38,0
'C1409858085','2','F','28007','M348934600','28007','es_transportation',42.81,0
'C1491844959','1','F','28007','M1823072687','28007','es_transportation',8.43,0
'C420348872','3','M','28007','M348934600','28007','es_transportation',20.06,0
'C1723688663','6','F','28007','M348934600','28007','es_transportation',29.51,0
'C1882101149','4','M','28007','M348934600','28007','es_transportation',21.04,0
'C2088008854','6','M','28007','M1823072687','28007','es_transportation',6.04,0
'C1897566795','3','F','28007','M1535107174','28007','es_wellnessandbeauty',99.99,0
'C1468773146','3','M','28007','M348934600','28007','es_transportation',55.78,0
'C926583171','2','F','28007','M1823072687','28007','es_transportation',30.62,0
'C1263461120','5','M','28007','M855959430','28007','es_hyper',21.13,0
'C383264569','1','F','28007','M348934600','28007','es_transportation',14.49,0
'C297347471','4','M','28007','M855959430','28007','es_hyper',49.52,0
'C1660594711','6','F','28007','M1535107174','28007','es_wellnessandbeauty',73.4,0
'C842993265','2','F','28007','M348934600','28007','es_transportation',41.11,0
'C658175205','3','F','28007','M348934600','28007','es_transportation',62.42,0
'C1122213892','2','M','28007','M1823072687','28007','es_transportation',15.13,0
'C602373594','2','F','28007','M348934600','28007','es_transportation',0.07,0
'C229592862','4','F','28007','M348934600','28007','es_transportation',52.83,0
'C1812935919','5','M','28007','M348934600','28007','es_transportation',55.45,0
'C924804429','3','M','28007','M348934600','28007','es_transportation',5.13,0
'C1570165892','3','F','28007','M348934600','28007','es_transportation',13.61,0
'C2083017854','3','F','28007','M547558035','28007','es_fashion',10.13,0
'C399777042','2','M','28007','M348934600','28007','es_transportation',42.1,0
'C1014313887','5','F','28007','M209847108','28007','es_wellnessandbeauty',24.69,0
'C1983734850','3','M','28007','M348934600','28007','es_transportation',15.46,0
'C1090604904','2','M','28007','M1823072687','28007','es_transportation',53.74,0
'C839839520','2','F','28007','M348934600','28007','es_transportation',17.69,0
'C846609537','5','M','28007','M348934600','28007','es_transportation',2.64,0
'C812882942','1','F','28007','M855959430','28007','es_hyper',12.77,0
'C755108533','4','F','28007','M348934600','28007','es_transportation',14.97,0
'C367433559','2','M','28007','M348934600','28007','es_transportation',30.5,0
'C1197304790','3','M','28007','M348934600','28007','es_transportation',22.11,0
'C1464030920','1','F','28007','M348934600','28007','es_transportation',22.81,0
'C465037281','4','F','28007','M348934600','28007','es_transportation',12.83,0
'C1559339990','4','M','28007','M348934600','28007','es_transportation',37.1,0
'C391642320','3','F','28007','M348934600','28007','es_transportation',5.62,0
'C444370508','5','F','28007','M151143676','28007','es_barsandrestaurants',46.16,0
'C1501124312','4','M','28007','M348934600','28007','es_transportation',6.7,0
'C1918064652','2','M','28007','M1823072687','28007','es_transportation',27.95,0
'C1622415837','2','F','28007','M348934600','28007','es_transportation',71.55,0
'C175698222','2','F','28007','M1823072687','28007','es_transportation',28.33,0
'C1375316332','1','F','28007','M1872033263','28007','es_home',196.75,0
'C545527660','1','F','28007','M348934600','28007','es_transportation',22.85,0
'C364273844','3','F','28007','M348934600','28007','es_transportation',52.06,0
'C1700873233','3','F','28007','M348934600','28007','es_transportation',51.03,0
'C1204046804','5','F','28007','M348934600','28007','es_transportation',7.63,0
'C466569235','4','M','28007','M1313686961','28007','es_contents',0.05,0
'C918296398','2','F','28007','M348934600','28007','es_transportation',1.88,0
'C286580355','6','M','28007','M348934600','28007','es_transportation',2.74,0
'C791033780','6','F','28007','M348934600','28007','es_transportation',27.35,0
'C607062277','3','M','28007','M1198415165','28007','es_wellnessandbeauty',2.64,0
'C1963238862','2','F','28007','M85975013','28007','es_food',3.62,0
'C810569063','2','F','28007','M348934600','28007','es_transportation',35.8,0
'C1575842015','5','M','28007','M348934600','28007','es_transportation',23.96,0
'C1377736719','5','M','28007','M348934600','28007','es_transportation',27.53,0
'C131559770','6','F','28007','M348934600','28007','es_transportation',12.08,0
'C1469453217','1','F','28007','M348934600','28007','es_transportation',27.62,0
'C1657987748','2','F','28007','M348934600','28007','es_transportation',26.9,0
'C295362058','4','M','28007','M348934600','28007','es_transportation',58.97,0
'C1643168823','1','F','28007','M1823072687','28007','es_transportation',23.52,0
'C1626806996','4','M','28007','M348934600','28007','es_transportation',9.46,0
'C150273597','4','M','28007','M1823072687','28007','es_transportation',10.89,0
'C759940472','2','M','28007','M348934600','28007','es_transportation',15.65,0
'C2104923127','2','F','28007','M348934600','28007','es_transportation',40.16,0
'C894687005','5','M','28007','M348934600','28007','es_transportation',44.99,0
'C1415168453','3','F','28007','M348934600','28007','es_transportation',51.1,0
'C1187702596','3','M','28007','M348934600','28007','es_transportation',16.43,0
'C566232847','3','M','28007','M348934600','28007','es_transportation',5.69,0
'C1806256044','3','M','28007','M1823072687','28007','es_transportation',16.24,0
'C278676105','3','F','28007','M348934600','28007','es_transportation',3.41,0
'C901025251','2','M','28007','M209847108','28007','es_wellnessandbeauty',69.24,0
'C607532274','5','F','28007','M348934600','28007','es_transportation',45.92,0
'C1938976805','2','M','28007','M1823072687','28007','es_transportation',16.24,0
'C370861553','2','M','28007','M348934600','28007','es_transportation',62.73,0
'C956898918','2','F','28007','M348934600','28007','es_transportation',33.28,0
'C2070935783','1','F','28007','M85975013','28007','es_food',27.64,0
'C1267913176','2','M','28007','M1823072687','28007','es_transportation',20.86,0
'C1638710158','4','F','28007','M348934600','28007','es_transportation',22.69,0
'C1421006824','2','F','28007','M348934600','28007','es_transportation',32.33,0
'C297745197','4','F','28007','M348934600','28007','es_transportation',1.44,0
'C655625028','6','F','28007','M1888755466','28007','es_otherservices',104.48,0
'C16680464','2','M','28007','M348934600','28007','es_transportation',22.48,0
'C2068249421','5','M','28007','M348934600','28007','es_transportation',37.1,0
'C2011457912','4','F','28007','M348934600','28007','es_transportation',12.9,0
'C955592184','2','F','28007','M348934600','28007','es_transportation',34.03,0
'C76313164','3','F','28007','M348934600','28007','es_transportation',53.9,0
'C1561307190','3','F','28007','M348934600','28007','es_transportation',33.99,0
'C1296664552','3','M','28007','M348934600','28007','es_transportation',30.63,0
'C1368070837','2','F','28007','M348934600','28007','es_transportation',29.58,0
'C436675602','2','M','28007','M348934600','28007','es_transportation',2.56,0
'C1189367947','2','M','28007','M348934600','28007','es_transportation',43.75,0
'C385721880','2','M','28007','M1946091778','28007','es_wellnessandbeauty',60.16,0
'C665566426','3','F','28007','M1823072687','28007','es_transportation',40.05,0
'C635603510','2','M','28007','M348934600','28007','es_transportation',26.08,0
'C1196915447','2','M','28007','M348934600','28007','es_transportation',6.51,0
'C2134399963','2','M','28007','M855959430','28007','es_hyper',76.01,0
'C1297100897','4','M','28007','M1888755466','28007','es_otherservices',213.12,0
'C1359606474','3','F','28007','M348934600','28007','es_transportation',29.01,0
'C404075543','4','M','28007','M348934600','28007','es_transportation',13.26,0
'C659009992','5','M','28007','M348934600','28007','es_transportation',36.85,0
'C2038427935','3','F','28007','M348934600','28007','es_transportation',34.12,0
'C708968659','2','M','28007','M1823072687','28007','es_transportation',15.82,0
'C1499019507','2','M','28007','M348934600','28007','es_transportation',16.93,0
'C1771717627','2','F','28007','M348934600','28007','es_transportation',23.58,0
'C1325638360','5','M','28007','M348934600','28007','es_transportation',18.22,0
'C1934886086','5','M','28007','M348934600','28007','es_transportation',49.07,0
'C615155713','6','F','28007','M348934600','28007','es_transportation',2.96,0
'C1705819997','1','M','28007','M348934600','28007','es_transportation',32.72,0
'C1900716037','4','M','28007','M348934600','28007','es_transportation',0.32,0
'C260437492','3','F','28007','M1823072687','28007','es_transportation',46.17,0
'C731767226','6','M','28007','M348934600','28007','es_transportation',14.09,0
'C1499363341','5','M','28007','M348934600','28007','es_transportation',51.66,0
'C1058785965','2','F','28007','M348934600','28007','es_transportation',29.57,0
'C1657707912','1','M','28007','M348934600','28007','es_transportation',19.19,0
'C1303555047','3','M','28007','M348934600','28007','es_transportation',24.61,0
'C1753498738','3','F','28007','M348934600','28007','es_transportation',11.7,0
'C96508773','4','F','28007','M348934600','28007','es_transportation',45.21,0
'C879614402','1','M','28007','M348934600','28007','es_transportation',31.75,0
'C1495681901','1','F','28007','M1823072687','28007','es_transportation',46.68,0
'C1084001812','2','M','28007','M1823072687','28007','es_transportation',77.01,0
'C662396672','2','M','28007','M348934600','28007','es_transportation',7.78,0
'C1869757503','5','F','28007','M348934600','28007','es_transportation',35.36,0
'C795132749','5','F','28007','M348934600','28007','es_transportation',11.21,0
'C318417129','2','M','28007','M348934600','28007','es_transportation',10.71,0
'C1594422820','4','F','28007','M348934600','28007','es_transportation',37.81,0
'C2083329818','2','F','28007','M855959430','28007','es_hyper',44.19,0
'C1169655012','2','F','28007','M1823072687','28007','es_transportation',55.46,0
'C1137292670','5','F','28007','M348934600','28007','es_transportation',44.91,0
'C16791543','4','M','28007','M348934600','28007','es_transportation',2.83,0
'C746604092','3','F','28007','M348934600','28007','es_transportation',2.1,0
'C1239061472','2','M','28007','M348934600','28007','es_transportation',27.95,0
'C1195893546','5','M','28007','M209847108','28007','es_wellnessandbeauty',39.71,0
'C771207119','4','M','28007','M1823072687','28007','es_transportation',17.62,0
'C576453501','4','M','28007','M349281107','28007','es_fashion',30.53,0
'C76780537','6','F','28007','M348934600','28007','es_transportation',20.98,0
'C1615671416','6','F','28007','M348934600','28007','es_transportation',5.9,0
'C402758720','3','F','28007','M348934600','28007','es_transportation',30.64,0
'C506520283','4','F','28007','M348934600','28007','es_transportation',4.48,0
'C1690988973','1','F','28007','M348934600','28007','es_transportation',27.23,0
'C861856179','1','M','28007','M348934600','28007','es_transportation',5.96,0
'C1030975170','1','M','28007','M348934600','28007','es_transportation',31.9,0
'C1267444276','3','F','28007','M348934600','28007','es_transportation',22.99,0
'C734397713','2','M','28007','M348934600','28007','es_transportation',0.49,0
'C1142956269','4','M','28007','M348934600','28007','es_transportation',39.32,0
'C413242191','4','F','28007','M348934600','28007','es_transportation',56.79,0
'C1719044180','2','M','28007','M85975013','28007','es_food',85.1,0
'C1279668658','2','M','28007','M348934600','28007','es_transportation',22.9,0
'C2066612191','2','M','28007','M348934600','28007','es_transportation',43.35,0
'C587016440','5','M','28007','M1823072687','28007','es_transportation',33.09,0
'C1857873865','2','F','28007','M348934600','28007','es_transportation',48.69,0
'C1855693993','4','F','28007','M348934600','28007','es_transportation',6.01,0
'C260840933','2','M','28007','M348934600','28007','es_transportation',31.44,0
'C17059521','2','M','28007','M348934600','28007','es_transportation',42.58,0
'C530444699','5','M','28007','M348934600','28007','es_transportation',50.9,0
'C2014438912','1','F','28007','M348934600','28007','es_transportation',5.11,0
'C1093842718','2','M','28007','M348934600','28007','es_transportation',34.39,0
'C734817849','2','M','28007','M348934600','28007','es_transportation',44.31,0
'C193924578','4','F','28007','M1823072687','28007','es_transportation',33.06,0
'C140234280','2','F','28007','M348934600','28007','es_transportation',10.23,0
'C1886620334','2','F','28007','M1535107174','28007','es_wellnessandbeauty',19.29,0
'C518028573','2','M','28007','M1823072687','28007','es_transportation',12.37,0
'C1761432742','2','F','28007','M348934600','28007','es_transportation',17.99,0
'C793890087','2','F','28007','M348934600','28007','es_transportation',10.45,0
'C697242067','5','M','28007','M348934600','28007','es_transportation',45.96,0
'C1316262830','1','F','28007','M348934600','28007','es_transportation',59.26,0
'C1254064510','5','F','28007','M348934600','28007','es_transportation',7.08,0
'C1777674460','2','F','28007','M348934600','28007','es_transportation',37.37,0
'C126603077','1','F','28007','M151143676','28007','es_barsandrestaurants',44.32,0
'C1906259613','6','F','28007','M348934600','28007','es_transportation',14.87,0
'C825622087','2','F','28007','M348934600','28007','es_transportation',16.42,0
'C1502804084','2','F','28007','M348934600','28007','es_transportation',44.27,0
'C1000699316','4','M','28007','M85975013','28007','es_food',70.84,0
'C1396904959','3','M','28007','M348934600','28007','es_transportation',34.5,0
'C1565058518','3','M','28007','M348934600','28007','es_transportation',17.14,0
'C1703739582','4','F','28007','M348934600','28007','es_transportation',57.91,0
'C573104116','4','M','28007','M348934600','28007','es_transportation',5.62,0
'C798657650','3','M','28007','M1823072687','28007','es_transportation',46.08,0
'C1853381059','4','M','28007','M348934600','28007','es_transportation',21.71,0
'C1580955370','2','M','28007','M1823072687','28007','es_transportation',31.63,0
'C899813705','4','M','28007','M855959430','28007','es_hyper',24.59,0
'C1577104524','2','M','28007','M348934600','28007','es_transportation',5.3,0
'C1436301390','2','F','28007','M1823072687','28007','es_transportation',18.9,0
'C1644158733','3','M','28007','M348934600','28007','es_transportation',14.91,0
'C1148364854','5','F','28007','M732195782','28007','es_travel',3.08,0
'C25759288','1','M','28007','M85975013','28007','es_food',2.27,0
'C846682077','3','M','28007','M348934600','28007','es_transportation',3.39,0
'C477542874','2','F','28007','M348934600','28007','es_transportation',10.92,0
'C2100825064','2','F','28007','M1535107174','28007','es_wellnessandbeauty',15.12,0
'C1341517098','4','F','28007','M348934600','28007','es_transportation',46.25,0
'C1852091130','3','F','28007','M348934600','28007','es_transportation',18.03,0
'C656405809','1','M','28007','M348934600','28007','es_transportation',24.14,0
'C1303695653','2','M','28007','M1823072687','28007','es_transportation',53.82,0
'C332611573','2','F','28007','M348934600','28007','es_transportation',61.04,0
'C1488142454','2','F','28007','M348934600','28007','es_transportation',30.26,0
'C1058652489','4','M','28007','M348934600','28007','es_transportation',25.57,0
'C1018388493','2','M','28007','M1823072687','28007','es_transportation',32.8,0
'C1248053373','2','M','28007','M348934600','28007','es_transportation',15.99,0
'C1853277977','4','M','28007','M348934600','28007','es_transportation',40.18,0
'C1871125244','U','E','28007','M547558035','28007','es_fashion',40.38,0
'C879949041','3','F','28007','M348934600','28007','es_transportation',7.61,0
'C88292631','4','M','28007','M1823072687','28007','es_transportation',15.14,0
'C1542180842','4','F','28007','M1823072687','28007','es_transportation',15.16,0
'C1067165398','5','M','28007','M348934600','28007','es_transportation',23.37,0
'C901400531','2','F','28007','M348934600','28007','es_transportation',28.67,0
'C442137737','5','M','28007','M1823072687','28007','es_transportation',2.33,0
'C1700159150','4','F','28007','M348934600','28007','es_transportation',39.98,0
'C403631555','4','M','28007','M348934600','28007','es_transportation',13.3,0
'C1857140958','4','M','28007','M348934600','28007','es_transportation',19.15,0
'C750714109','3','F','28007','M348934600','28007','es_transportation',24.3,0
'C1148771999','4','M','28007','M1823072687','28007','es_transportation',43.41,0
'C1476138873','5','F','28007','M348934600','28007','es_transportation',13.17,0
'C1256073744','3','M','28007','M1823072687','28007','es_transportation',12.72,0
'C823891015','2','F','28007','M348934600','28007','es_transportation',25.82,0
'C479535332','5','F','28007','M209847108','28007','es_wellnessandbeauty',96.19,0
'C1660043980','3','F','28007','M1823072687','28007','es_transportation',43.47,0
'C698318224','2','F','28007','M348934600','28007','es_transportation',14.61,0
'C1146143839','3','F','28007','M348934600','28007','es_transportation',16.1,0
'C1560893361','3','M','28007','M85975013','28007','es_food',17.59,0
'C1187979419','2','F','28007','M348934600','28007','es_transportation',29.43,0
'C1340398290','4','M','28007','M348934600','28007','es_transportation',6.21,0
'C703281362','2','F','28007','M348934600','28007','es_transportation',29.29,0
'C1420603517','3','M','28007','M348934600','28007','es_transportation',33.75,0
'C10263180','3','F','28007','M209847108','28007','es_wellnessandbeauty',2.07,0
'C1355273346','3','F','28007','M348934600','28007','es_transportation',24.39,0
'C1118932469','4','F','28007','M348934600','28007','es_transportation',14.88,0
'C1642006830','3','F','28007','M855959430','28007','es_hyper',46.14,0
'C334841918','2','M','28007','M348934600','28007','es_transportation',23.32,0
'C1903005844','2','F','28007','M1823072687','28007','es_transportation',41.46,0
'C763005836','3','F','28007','M348934600','28007','es_transportation',51.03,0
'C114981535','3','F','28007','M348934600','28007','es_transportation',26.45,0
'C1078316853','2','F','28007','M348934600','28007','es_transportation',13.71,0
'C469767739','2','M','28007','M348934600','28007','es_transportation',52.26,0
'C1771537982','2','M','28007','M348934600','28007','es_transportation',24.39,0
'C1117294574','1','F','28007','M1823072687','28007','es_transportation',37.37,0
'C967109509','5','M','28007','M1823072687','28007','es_transportation',20.8,0
'C1730375460','2','F','28007','M348934600','28007','es_transportation',43.81,0
'C637831009','3','F','28007','M1823072687','28007','es_transportation',8.63,0
'C803065678','1','M','28007','M348934600','28007','es_transportation',2.11,0
'C2012683959','2','F','28007','M85975013','28007','es_food',33.26,0
'C71938921','2','M','28007','M348934600','28007','es_transportation',1.86,0
'C1782998558','3','F','28007','M348934600','28007','es_transportation',29.88,0
'C763253161','3','F','28007','M348934600','28007','es_transportation',8.3,0
'C72452640','2','F','28007','M348934600','28007','es_transportation',26.64,0
'C1297995542','4','F','28007','M348934600','28007','es_transportation',6.33,0
'C1941160297','1','F','28007','M348934600','28007','es_transportation',46.43,0
'C1083859927','1','F','28007','M348934600','28007','es_transportation',28.75,0
'C1963617384','2','F','28007','M1600850729','28007','es_fashion',0.56,0
'C1760986787','2','M','28007','M1053599405','28007','es_health',49.94,0
'C546957379','5','M','28007','M348934600','28007','es_transportation',24.53,0
'C1167781928','6','M','28007','M348934600','28007','es_transportation',64.29,0
'C34104097','1','F','28007','M348934600','28007','es_transportation',20.93,0
'C1017469037','2','M','28007','M348934600','28007','es_transportation',4.42,0
'C1258725927','4','M','28007','M348934600','28007','es_transportation',2.08,0
'C1780829982','1','M','28007','M348934600','28007','es_transportation',51.07,0
'C1542255731','2','F','28007','M1823072687','28007','es_transportation',30.58,0
'C1635345159','3','F','28007','M151143676','28007','es_barsandrestaurants',11.21,0
'C1355509614','4','M','28007','M1823072687','28007','es_transportation',20.4,0
'C519449235','2','F','28007','M348934600','28007','es_transportation',8.71,0
'C871962456','2','F','28007','M1535107174','28007','es_wellnessandbeauty',113.39,0
'C976209265','4','M','28007','M348934600','28007','es_transportation',20.33,0
'C1687101094','2','F','28007','M348934600','28007','es_transportation',2.24,0
'C1238755034','4','M','28007','M348934600','28007','es_transportation',8.36,0
'C497088099','2','M','28007','M348934600','28007','es_transportation',18.94,0
'C116386695','2','M','28007','M151143676','28007','es_barsandrestaurants',57.2,0
'C1410823375','2','M','28007','M1741626453','28007','es_sportsandtoys',1.68,0
'C2117552812','1','F','28007','M1823072687','28007','es_transportation',50.33,0
'C784613823','5','F','28007','M348934600','28007','es_transportation',8.64,0
'C466769207','2','F','28007','M348934600','28007','es_transportation',45.63,0
'C777438443','5','F','28007','M348875670','28007','es_hotelservices',35.57,0
'C1567385001','2','F','28007','M348934600','28007','es_transportation',16.98,0
'C2075898645','2','F','28007','M348934600','28007','es_transportation',52.4,0
'C325775693','3','F','28007','M1823072687','28007','es_transportation',62.23,0
'C105845174','3','M','28007','M855959430','28007','es_hyper',34.03,0
'C1590346257','1','F','28007','M1649169323','28007','es_sportsandtoys',131.53,0
'C1236503001','2','F','28007','M348934600','28007','es_transportation',17.63,0
'C1648096390','5','M','28007','M480139044','28007','es_health',76.08,0
'C34111179','4','F','28007','M151143676','28007','es_barsandrestaurants',32.03,0
'C299068475','5','F','28007','M348934600','28007','es_transportation',16.92,0
'C1963249369','4','F','28007','M1823072687','28007','es_transportation',21.79,0
'C1612748385','2','F','28007','M348934600','28007','es_transportation',17.63,0
'C1038733568','2','M','28007','M857378720','28007','es_hotelservices',168.74,0
'C1191796691','4','F','28007','M348934600','28007','es_transportation',3.83,0
'C1992803690','2','F','28007','M1823072687','28007','es_transportation',42.35,0
'C1344489848','4','F','28007','M348934600','28007','es_transportation',53.29,0
'C1424475955','3','M','28007','M348934600','28007','es_transportation',41.84,0
'C1885919902','3','F','28007','M1600850729','28007','es_fashion',157.19,0
'C944695695','2','F','28007','M151143676','28007','es_barsandrestaurants',5.46,0
'C1496334304','2','F','28007','M348934600','28007','es_transportation',37.45,0
'C1906860092','3','F','28007','M348934600','28007','es_transportation',15.55,0
'C1074203200','1','M','28007','M348934600','28007','es_transportation',41.2,0
'C638163213','1','F','28007','M348934600','28007','es_transportation',57.26,0
'C686669439','3','F','28007','M1823072687','28007','es_transportation',5.32,0
'C2075699398','3','F','28007','M348934600','28007','es_transportation',23.9,0
'C899204870','3','M','28007','M1823072687','28007','es_transportation',49.71,0
'C131296547','2','M','28007','M348934600','28007','es_transportation',38.83,0
'C897883896','2','F','28007','M348934600','28007','es_transportation',32.9,0
'C875898611','3','F','28007','M1823072687','28007','es_transportation',35.35,0
'C629808856','3','M','28007','M348934600','28007','es_transportation',30.34,0
'C287533643','3','M','28007','M1823072687','28007','es_transportation',29.35,0
'C1415453492','2','F','28007','M348934600','28007','es_transportation',50.51,0
'C81568098','2','F','28007','M348934600','28007','es_transportation',24.87,0
'C1150646122','3','M','28007','M1823072687','28007','es_transportation',49.53,0
'C210563051','3','M','28007','M348934600','28007','es_transportation',60.96,0
'C1087747329','2','M','28007','M151143676','28007','es_barsandrestaurants',17,0
'C207380283','3','F','28007','M1823072687','28007','es_transportation',38.8,0
'C1342037956','5','F','28007','M348934600','28007','es_transportation',1.81,0
'C471166875','1','M','28007','M348934600','28007','es_transportation',8.27,0
'C436675850','4','M','28007','M348934600','28007','es_transportation',18.31,0
'C1179217322','5','F','28007','M1823072687','28007','es_transportation',35.73,0
'C378899672','1','F','28007','M1823072687','28007','es_transportation',27.09,0
'C1035666255','2','M','28007','M348934600','28007','es_transportation',22.19,0
'C1141481813','5','M','28007','M348934600','28007','es_transportation',12.65,0
'C158030246','4','F','28007','M348934600','28007','es_transportation',18.76,0
'C480118707','2','M','28007','M348934600','28007','es_transportation',12.89,0
'C506003529','5','F','28007','M348934600','28007','es_transportation',6.81,0
'C194859196','2','F','28007','M348934600','28007','es_transportation',45.59,0
'C1910153505','2','M','28007','M348934600','28007','es_transportation',48.19,0
'C509362814','3','M','28007','M348934600','28007','es_transportation',45.4,0
'C2085650948','2','F','28007','M348934600','28007','es_transportation',47.55,0
'C1768385310','2','F','28007','M348934600','28007','es_transportation',4.57,0
'C566582492','3','M','28007','M348934600','28007','es_transportation',17.07,0
'C1914057832','2','F','28007','M348934600','28007','es_transportation',10.36,0
'C2110532720','3','F','28007','M348934600','28007','es_transportation',44.02,0
'C1233802034','3','F','28007','M85975013','28007','es_food',4.01,0
'C1541224095','2','F','28007','M1823072687','28007','es_transportation',26.55,0
'C989137021','2','F','28007','M1823072687','28007','es_transportation',2.39,0
'C1304621872','2','F','28007','M348934600','28007','es_transportation',72.83,0
'C461669469','6','F','28007','M348934600','28007','es_transportation',19.55,0
'C819131219','4','M','28007','M85975013','28007','es_food',14.55,0
'C1114643543','6','M','28007','M348934600','28007','es_transportation',23.81,0
'C1060120913','1','M','28007','M1535107174','28007','es_wellnessandbeauty',42.83,0
'C1354206365','2','M','28007','M348934600','28007','es_transportation',29.91,0
'C245019752','2','F','28007','M348934600','28007','es_transportation',26.22,0
'C232299558','3','F','28007','M1823072687','28007','es_transportation',1.5,0
'C1950723662','2','F','28007','M348934600','28007','es_transportation',30.71,0
'C290140685','3','F','28007','M151143676','28007','es_barsandrestaurants',8.75,0
'C417912401','3','F','28007','M348934600','28007','es_transportation',28.75,0
'C411390898','3','M','28007','M1823072687','28007','es_transportation',13.54,0
'C1324001180','2','M','28007','M1823072687','28007','es_transportation',32.88,0
'C1063753312','3','F','28007','M1823072687','28007','es_transportation',35.76,0
'C712367267','5','F','28007','M677738360','28007','es_contents',48.27,0
'C1777432937','3','F','28007','M348934600','28007','es_transportation',28.1,0
'C1687722078','2','M','28007','M348934600','28007','es_transportation',35.69,0
'C286547187','2','M','28007','M348934600','28007','es_transportation',29.54,0
'C1350082938','3','M','28007','M348934600','28007','es_transportation',18.81,0
'C1273564839','5','F','28007','M348934600','28007','es_transportation',7.99,0
'C969635352','2','F','28007','M348934600','28007','es_transportation',61.1,0
'C1846578588','3','M','28007','M348934600','28007','es_transportation',10.04,0
'C1627004719','5','F','28007','M348934600','28007','es_transportation',6.37,0
'C1663641926','6','F','28007','M348934600','28007','es_transportation',17.4,0
'C1558209795','3','F','28007','M348934600','28007','es_transportation',11.67,0
'C200511130','2','M','28007','M1823072687','28007','es_transportation',3.02,0
'C539791425','4','F','28007','M1823072687','28007','es_transportation',18.99,0
'C2704357','4','F','28007','M348934600','28007','es_transportation',49.53,0
'C1713848243','2','F','28007','M348934600','28007','es_transportation',6.27,0
'C1382187685','1','F','28007','M348934600','28007','es_transportation',9.57,0
'C2090486181','4','M','28007','M348934600','28007','es_transportation',16.8,0
'C1278181986','2','F','28007','M348934600','28007','es_transportation',29.27,0
'C247656929','2','F','28007','M692898500','28007','es_health',189,0
'C943088790','2','F','28007','M1823072687','28007','es_transportation',23.02,0
'C1593769010','1','M','28007','M348934600','28007','es_transportation',11.85,0
'C1461183743','2','F','28007','M480139044','28007','es_health',91.53,0
'C475928775','4','F','28007','M348934600','28007','es_transportation',26.89,0
'C630871084','2','F','28007','M348934600','28007','es_transportation',10.49,0
'C426128777','3','F','28007','M855959430','28007','es_hyper',41.66,0
'C581878341','4','M','28007','M348934600','28007','es_transportation',16.57,0
'C1289081546','4','F','28007','M348934600','28007','es_transportation',1.46,0
